@relation sea

@attribute at1 numeric
@attribute at2 numeric
@attribute at3 numeric
%class
@attribute cl {0,1}

@data
2.437574414,1.531585218,3.811696201,1
4.074641437,9.166826712,9.518412005,0
0.756170588,8.464614528,3.092552833,1
8.182818167,5.570488697,9.882765798,0
8.681127131,9.462827869,6.545776352,0
8.191906334,4.825374531,2.116542904,0
4.032051616,0.892188499,4.296515491,1
4.670304311,9.17190967,9.438134485,1
0.262900886,4.062874296,3.60172661,1
1.559868128,1.578153476,1.158553063,0
1.581701826,6.006907153,5.948421403,1
4.977743379,8.53099599,5.024892417,0
5.453628739,2.201115251,9.266150542,1
2.887771061,2.912862973,9.340529514,1
7.70835102,5.828638259,5.169613532,0
9.036061182,5.270142507,0.182832205,0
2.093472548,2.107164145,6.572337113,1
6.252369202,6.631201361,7.141836901,0
6.821859121,9.591701846,2.2171,1
1.64326804,0.648695451,2.951299113,1
8.517830713,5.728703088,3.706295693,0
3.360134049,1.989768594,3.63062871,1
5.143147719,2.967014112,1.158868431,0
2.88910311,5.994915946,8.182774654,1
0.687641856,5.44393598,7.008530275,1
1.20031118,0.369373253,9.72798843,1
7.152813962,9.899194302,2.100507794,0
4.129347102,6.431160234,2.537932954,0
9.739642774,5.144955487,0.721109467,0
9.907950151,8.091705526,0.753245736,0
0.774788282,1.308990687,7.710802839,1
1.51663792,7.014281473,9.371618116,1
3.299150121,3.06660535,9.244415372,1
4.913668916,9.255697106,2.314549015,0
7.679559118,3.063369477,7.464901782,0
8.273481412,5.974214077,4.869724701,0
0.362654753,3.74559551,7.606777335,1
1.329876538,2.830750091,2.90991237,1
1.277661071,0.022646123,4.520844782,0
9.183773379,5.95162859,3.057648344,0
8.606029534,1.929318662,9.951845077,1
2.99864353,1.791382953,5.285255347,0
0.993727273,1.508819046,0.225118152,1
8.482523713,8.978657429,1.507879081,0
5.356922729,2.451387959,7.194416989,1
7.594100925,3.778453986,0.309871057,0
6.444864436,7.126893054,5.329954264,0
2.715858228,4.556928349,5.706580959,1
4.995629202,4.187665828,9.179371,1
6.343281914,9.484947327,3.780967555,0
1.652992701,6.154582668,6.269649731,1
8.022529359,1.374099954,7.148919634,1
7.374851486,0.529712601,4.420721847,1
4.701322765,3.804141281,2.58479397,1
4.021794703,0.15904887,4.132225644,1
2.232613941,8.614785119,7.91792165,0
1.029544104,3.26591156,6.630701491,1
5.128573589,9.834489086,6.630578991,0
8.564554278,4.600838551,6.948682955,0
6.332234407,0.987377364,9.146365063,1
5.067875207,3.71568083,3.814705118,1
2.413241415,2.557204762,6.421235577,1
2.896496973,8.610044093,1.356307909,0
5.353406463,7.918142514,6.190895349,0
9.318570769,9.796795371,6.44061095,0
8.931780362,1.12820954,2.259159485,1
2.601895533,5.329296996,1.139071226,1
4.051718187,4.037582326,5.209295247,1
3.531272856,2.743986906,0.80866902,1
0.24929055,0.395764015,8.911660524,1
4.44348026,1.532904666,6.76999654,0
2.113914487,2.867444121,3.281980471,1
9.253092121,6.730986186,7.128602041,0
8.145281279,6.920711017,0.416163305,0
5.331770842,5.434708236,6.382856329,0
5.132446116,7.866574008,9.736607117,0
8.554263797,3.53801957,9.003463922,0
4.091107169,0.876780534,2.974894715,1
6.905882046,4.780847173,4.813356872,0
9.64981836,2.979388071,2.683514165,0
9.168197282,2.978774945,6.662003518,0
7.415277573,7.554317825,3.068634042,0
9.019334805,1.00038703,6.914296101,0
2.689646913,7.135604756,0.887578257,0
6.670299909,1.128673017,6.810974074,1
2.060292272,6.243671714,1.213171472,1
2.122090133,3.160466615,1.055895227,1
0.446277519,5.004787048,4.126871889,1
5.055334247,0.550907823,2.578997353,0
6.025465523,8.210166942,4.162808478,0
3.486992601,7.867604994,9.86191958,0
5.772062303,9.537152013,6.483186409,0
4.096967672,8.432778102,0.427009347,1
3.444989703,5.357140525,4.59036592,1
3.528456838,5.087874366,0.12741388,1
4.120317567,7.752094919,5.437472272,0
8.842276441,2.110199281,6.380410045,0
3.797788299,0.19215376,9.25534355,1
5.84241759,0.496416942,7.42405911,1
6.398546709,2.240503851,6.101591401,1
3.289485965,8.154929348,1.674400293,0
9.723196043,3.62161042,9.949208453,0
6.881604955,6.355533246,9.805275423,0
1.616994103,2.612356646,8.067892102,1
5.548943953,8.291830705,6.182619257,0
6.644145121,4.262505954,4.18424149,1
8.301141967,7.628532403,1.930000089,0
3.676817291,2.135883799,8.628061081,1
2.279617389,0.235646098,6.393601827,1
6.199205451,4.510000112,4.82437291,0
5.789946428,5.17714052,6.8103132,0
7.218413099,4.148319881,2.762822185,0
5.332210632,9.753883183,5.000010706,0
7.27540025,3.819121451,9.705042149,0
3.280577716,0.667021455,2.930980769,1
3.338277103,7.332700889,6.568696396,0
6.349489154,0.446248377,4.718585175,1
5.605457506,3.311434123,3.707793119,1
6.102153846,1.366194615,9.510588758,1
0.090726009,3.133408961,5.322674767,1
5.730877146,5.057719344,3.974949339,0
9.121037983,9.827297166,5.998739192,0
5.795239922,7.164548572,5.144792564,0
5.700211145,3.886926968,5.62302026,0
1.847153387,3.006683074,0.747743299,1
2.776775429,2.824759046,4.071859677,1
6.430297966,4.069595129,9.607032227,0
8.156043583,2.617295365,6.571053562,0
7.366989601,3.318143487,9.600452375,0
1.818423243,0.847942044,9.752087743,1
6.252663243,9.518976019,7.976754419,0
6.294463442,0.038733444,2.514422095,1
8.739774884,5.442401263,1.936073841,0
3.245752344,8.647042235,4.715062265,0
2.088956899,7.758977923,3.035447763,0
3.677582869,9.654627687,0.211788584,0
4.641673802,7.991681453,8.416817464,0
1.38384328,2.838127273,5.361218654,1
7.70591472,1.901731813,9.021410302,0
2.27768563,1.263838068,4.266937445,1
5.808609425,8.466431579,0.937803117,1
7.814972342,2.956637478,9.249943523,0
2.432378424,0.501769281,9.989380074,1
4.126283466,6.343186205,8.544987181,0
1.101311387,8.09240084,7.581917627,1
7.61452803,4.393049853,6.255879039,0
8.407044107,7.693448406,9.470064276,0
8.05346537,5.196664754,8.557814253,0
3.233577323,9.076161608,9.096419936,0
1.957667071,8.361578234,1.173110712,0
0.723245367,5.106023059,8.365731025,1
6.765263474,3.765851198,6.537889214,0
3.177765743,0.950627579,8.226723551,1
4.775278499,0.123413217,4.154471489,1
5.775107748,9.446458663,5.783796152,0
5.593122739,2.171684882,0.23049199,1
8.640935163,4.737501812,9.118570395,0
5.445768206,5.002825208,4.859640328,0
0.564698023,8.012551014,3.376777568,1
6.815333343,5.502031357,7.563226904,0
3.909824481,0.499494876,7.652449044,1
5.67873324,2.952415775,7.788595515,1
5.283395178,0.337313952,4.873593877,1
5.186527612,9.000944405,0.388266992,0
7.00217241,0.448511801,6.94767063,1
0.977467582,1.822392649,9.831472243,1
0.029124528,8.145261379,6.72526873,1
9.771493114,7.947137723,0.952847557,0
1.042571214,1.205167273,8.061058774,1
5.679942218,4.825796942,6.265037094,0
8.375041063,3.391551861,0.544095985,0
7.554199452,1.906092188,1.844645328,1
4.351872018,1.84835592,4.816764172,1
1.545459376,0.069801092,7.629797231,1
7.480695472,0.023501784,2.924287974,1
0.981028042,6.789672714,3.488989657,1
7.731257989,0.797982745,9.10180916,1
6.583021038,3.962879968,1.557439974,1
7.438509109,5.711231969,2.122438627,0
2.58559121,5.204543478,5.934764814,1
7.638098764,5.88122916,1.664848012,0
9.753111076,7.417151816,5.961259019,0
0.648605793,2.070762642,9.073173795,1
7.520850277,4.383842371,5.829196145,0
1.037370286,0.126852588,7.932533101,1
5.277213288,9.624972939,8.972500163,0
3.988385382,2.046104019,6.900841456,1
2.864140822,0.84028214,4.524170157,1
0.291834309,8.218019527,1.28304153,1
5.712366592,3.265567846,3.255083857,1
0.993558584,9.852119347,9.777374921,0
5.860010754,3.27888867,4.078900345,1
0.108134362,4.100840534,6.468154642,1
4.347363532,7.570514175,2.132979825,0
1.608327166,7.494365182,4.273723052,1
6.017358763,8.593682585,0.669941458,0
2.709195421,9.121497589,4.341096028,0
4.211396509,2.238381624,5.259199259,1
9.233391723,3.253380068,3.55891438,0
5.398351327,9.321654092,0.078110184,0
8.696128888,6.795075066,6.54549283,0
2.170146248,5.119574423,1.453679143,1
1.018822785,7.971844739,3.600453811,1
9.35519081,9.442216827,4.124723099,0
4.436843917,6.357379341,7.935774557,0
5.8890397,8.372160294,5.099513652,0
8.561262293,2.270250345,8.241907725,0
9.157168184,4.662004944,7.663827308,0
9.073155564,9.574068346,9.038493422,0
3.756305829,2.792820242,0.40087159,1
9.575233925,0.485645578,1.638493334,0
0.036689235,2.438247036,8.137405759,1
7.371100955,3.695750342,8.077377397,0
9.158936686,2.030462277,3.283296796,0
5.807583156,8.387449184,5.251710179,0
4.182954195,2.906420397,6.067986388,1
3.885457811,1.194427785,2.588541868,1
3.262317718,1.335576998,8.814965094,1
1.06492408,0.732663881,7.605248859,1
6.195684984,9.935492962,8.589649899,1
5.848082557,6.132060281,5.077291764,0
0.878918065,3.967584774,7.763337217,1
6.307949186,2.482224345,0.038566913,1
1.09627548,8.634759733,4.088605506,0
3.542541686,3.415167488,2.473168008,1
7.897924335,7.628163379,8.305817052,0
9.913109071,8.757460004,9.127969113,0
7.015507291,1.4103761,3.416943268,1
6.938858518,8.642777818,2.834222812,0
3.261305974,1.399244319,4.091724426,1
4.575702091,0.083509759,2.262615623,0
8.638225203,8.122993562,8.033037617,0
4.489802822,6.466787282,2.431170447,0
5.649374818,4.62336207,8.152161341,0
7.41668971,1.422907568,6.48849772,1
5.348371519,8.469954108,5.532563224,1
9.376722595,0.905873612,8.698018033,0
0.680660126,6.87636473,4.891280262,1
6.520764929,2.545636169,2.806085673,0
4.616103365,6.864413061,7.513940281,0
1.12273759,8.519138937,8.576774548,0
5.079996851,2.762342111,1.075146061,1
6.533200722,4.677562692,0.45646744,0
3.110835883,3.632472536,6.626048257,1
3.502235716,7.570234896,9.390184051,0
7.318114519,3.315963806,8.193808061,0
1.110521692,8.546802351,0.259159438,0
8.672868366,8.353489218,1.730882522,0
2.072345466,4.618092552,6.400219896,0
9.522523004,2.811692451,5.744828335,0
5.310075554,2.365285697,1.584096248,1
3.60184017,5.785580512,2.299480379,1
2.443689143,1.584340108,1.917471599,1
1.786127614,3.672563299,0.357431058,1
2.312918272,7.283622492,4.569766099,0
2.88437845,9.594029283,5.074859958,0
8.069538923,3.055029249,5.555520936,0
6.248350979,7.168239618,1.394558219,0
6.741302908,8.449130794,1.026793105,0
5.205989497,0.136122575,8.973080952,0
5.070456388,9.06545377,3.934741138,0
7.816954098,2.419466775,3.696462396,0
3.423464457,3.957704444,0.728612533,1
7.316233813,4.845550307,0.26283578,0
4.277630286,2.720305844,8.236961915,1
1.417254653,0.971218719,0.452312836,1
0.646160035,8.050969444,0.68417717,1
1.836951403,2.813003243,8.618117594,1
8.376798853,0.654801751,2.921262975,1
6.285218723,9.246351581,0.532151871,0
0.164873675,1.337632863,9.005617753,1
3.242145437,3.223602118,1.109668222,0
6.986207486,3.656987069,7.383273483,0
7.404449696,1.21373824,2.23652102,1
8.075709357,3.654862429,6.517186761,0
3.282162455,6.230740535,4.216063786,0
2.92540104,2.476883581,7.586922807,1
5.434880907,8.078661149,2.644416264,0
1.407342521,3.624166117,5.048703962,1
1.680088503,2.262456477,1.698329505,1
8.135272708,8.626538604,3.348902028,0
9.652177867,6.15210446,1.931170146,0
5.390306549,0.313891887,4.845488128,1
1.196467095,2.616608174,9.822144083,1
0.079326094,1.174838018,0.197442541,1
2.271570639,1.208517128,0.959980252,1
5.400242787,7.89768011,5.229626138,0
3.012715344,9.990658973,0.375041948,0
7.871297224,6.123309578,9.136635724,0
3.530078835,1.017506009,5.039788008,1
5.624789786,3.173760595,1.616069322,1
9.697226967,8.579313517,9.551319776,1
3.645063425,0.281164016,3.425067097,0
0.861670627,4.580499309,7.196979105,1
2.270743891,3.089028197,9.45919442,1
0.347080773,0.793538996,5.459745186,1
6.60591271,8.781991392,0.050731474,0
7.714863248,9.785231399,2.870837251,0
7.147337359,6.113476035,2.561409387,0
3.132452078,5.925128848,2.803689448,1
0.653432453,9.473387988,0.256696791,0
6.614618152,4.278142793,7.753644248,0
6.887165995,0.970511345,3.505193091,1
4.814086596,1.257726732,4.247507779,1
8.794193548,9.88810686,3.21074237,0
1.690604343,5.538519836,5.916574781,1
6.444216838,0.766832142,3.171731731,1
5.30878103,9.65176828,2.129552077,0
7.421884529,2.441233035,7.462905561,1
7.392277138,1.667038553,4.098901193,1
7.073222357,8.230033316,9.270469301,0
6.761366705,5.495681429,5.200586493,0
0.745601031,4.660998726,7.781758283,1
8.136285166,8.569884739,6.951291348,0
6.768740742,7.916093881,6.071278181,0
2.767416548,0.911184868,0.859856987,1
1.513206853,3.31776884,5.92105225,1
4.614665526,2.743400474,5.049322873,1
1.19826283,0.252520919,2.121219977,1
7.946576467,5.440751997,5.738629976,1
8.059731661,6.737912279,5.149764108,0
9.504243723,3.290874804,1.794720137,0
0.151405256,9.064284528,2.451623152,1
9.740025959,8.908217127,9.713678662,0
5.816276547,3.765239796,0.533308905,0
9.698364791,9.75388576,5.025323593,0
1.702843588,5.740145127,6.07856482,1
8.242929734,5.926191393,3.23893591,0
3.372368698,2.146249883,0.433370294,1
9.223264912,3.797968846,1.965304867,0
4.252185044,2.822589443,2.764190001,1
3.310508861,4.620791982,2.911326638,0
7.967236552,8.343445493,3.091456801,0
8.922370721,8.716116971,3.098040318,1
3.577559024,7.320448951,6.242420232,0
5.854242057,6.624513078,1.456212635,0
5.631957062,3.563572588,9.959651866,1
2.329879217,3.857055436,2.254711199,1
6.412463093,8.913310044,9.731210326,0
4.643373638,4.685767094,1.031900946,1
5.857654458,0.137706346,4.527291529,1
0.390351886,5.759142301,2.649805965,1
6.075829853,2.838252058,6.586730178,0
4.603623698,4.301612752,8.252109007,1
0.70766802,2.120896831,1.441043718,0
0.973716357,4.981610127,6.506322615,1
8.117493103,4.013034876,4.128791411,0
3.2918351,1.225787245,0.569799839,1
8.480730583,1.368327672,0.459340043,0
2.111490296,9.059469068,5.158982533,0
4.764475769,4.029793891,8.719071196,1
0.90189143,9.589007642,5.75732117,0
2.572116919,2.873532913,3.08001106,1
8.20201858,4.137742881,8.886107204,0
3.202516442,4.027250825,3.743619667,1
4.537302988,2.965912009,0.335107346,1
4.915632783,8.542832888,1.275066086,0
7.414718831,2.066912492,1.260849441,1
1.929779345,4.476218299,3.053182105,1
3.8334631,0.554370699,6.587905153,0
2.710131759,8.31727529,6.073894735,0
2.283902777,2.322444749,0.843152109,1
9.627147373,0.327618736,9.656875128,0
1.877173889,7.838033962,9.44481355,0
2.748784749,7.928287441,5.824230109,0
8.444625335,6.778684198,5.570780523,0
3.387324174,9.023981482,6.635406919,0
5.025529926,7.842671643,4.991474804,0
3.780688974,2.259688507,4.5140935,1
0.84153379,6.816625137,8.188745282,0
9.714185252,5.126634431,0.790014078,0
5.098508834,4.568526374,9.610793291,0
4.910624285,9.354373108,1.411565547,0
6.118867014,5.506215036,8.651135053,0
6.603974933,9.751087896,7.547500824,0
9.779081156,2.469301091,3.119284259,0
3.218643651,2.412562045,5.885110051,1
1.84779225,9.280959401,0.415548862,0
3.700463468,4.364986277,0.643491958,1
0.40991683,7.906457544,1.432805946,1
5.348556608,0.287714947,7.761765263,0
2.14907467,8.175601684,4.697407116,0
3.146865076,7.475180599,5.861932166,0
6.695877067,2.321941395,5.899708135,1
6.694804347,1.786762192,9.904753346,1
9.742908839,7.220976798,9.326400726,0
2.879001791,6.789862883,5.356646944,0
2.230115814,4.08068095,8.480884404,1
2.735978118,2.154369815,0.179219718,1
8.374263264,5.75278937,0.257674647,1
3.029562279,5.444407359,1.637945321,1
8.820182158,5.122239005,7.622535006,0
8.814039386,4.794075454,4.728307394,0
8.743624159,3.246137137,2.426097217,0
2.075411044,4.725128546,7.600715849,1
2.530919416,8.272852676,9.799405574,0
6.369443599,6.418857907,1.716771983,0
8.425005589,4.093159416,1.031896566,0
4.587850245,9.390524996,6.45925178,0
3.022205857,3.196996506,9.815953017,1
0.409801126,6.770129068,1.550851129,1
2.107673886,1.578506502,4.625628401,1
3.506692682,1.342100532,2.882597944,1
1.192976937,8.339772582,7.019793649,0
8.846547307,4.05436827,0.064054547,0
1.924382796,1.476710714,4.889189826,1
7.072929473,5.353628809,0.101803392,0
5.347316505,8.108667296,7.334788683,0
2.004479944,8.110799945,8.279526937,0
0.35053023,4.670657259,2.638213136,1
6.393160915,9.346614073,5.210084234,0
1.43304443,6.042616142,6.646398523,1
0.207034373,5.397844768,4.346738598,1
5.687057107,4.701114554,1.759300862,0
0.005003364,1.251309126,1.22019894,1
5.113124667,8.110623532,6.546980117,0
6.4431909,0.691098062,9.387333251,1
2.884951059,5.217621366,4.372704401,1
3.975222211,2.770599809,2.173991618,1
6.157692039,6.806785742,1.556039299,0
0.644727346,3.980531212,4.910298791,1
1.866878209,6.724164127,0.129165203,1
6.749003306,4.074737572,0.110961573,0
8.071588843,3.187299688,4.583508373,0
3.075421945,5.832190752,0.058645588,1
4.493264914,0.467993586,8.27827738,1
0.588904161,5.741035879,4.826634762,1
4.099051038,8.893518843,5.361824217,1
5.198182616,3.464745526,9.379084185,1
6.426005498,1.913268467,2.32288819,1
6.369104483,3.088398408,3.274036527,1
8.17888226,6.915946754,3.626337016,0
7.81261768,9.831501976,7.294172244,0
4.232284676,7.38107648,1.665380241,0
1.439758527,1.981765712,5.034326343,1
5.435970583,8.780365829,4.086073362,0
9.090146086,6.437985059,9.564537491,0
6.471606111,9.756888945,4.519598501,0
5.295744203,1.617087708,3.531652412,1
8.737884593,6.877859524,9.571650797,1
8.277721155,7.612733485,6.768824419,0
2.566996998,2.590785733,6.219953615,1
3.313210637,1.154936017,4.739889393,1
5.731503872,1.212792654,2.949923627,1
0.082459174,1.944815032,2.141698222,0
1.394878054,1.210639426,1.803071906,1
8.11067866,7.088392612,7.217114511,0
2.486537785,2.400855277,0.912941392,0
0.26071021,2.548240902,8.387167627,1
6.072514663,0.279777737,9.810421285,1
5.884876283,7.483245373,5.066078734,0
3.087718731,6.598927226,0.177555402,0
2.642548154,4.578693431,9.461457535,1
3.539764474,6.140165827,4.681858189,0
9.565896786,8.78560659,5.555587669,0
9.579417033,1.567951611,0.966037331,0
9.089930627,4.321953571,8.01929194,1
5.545270818,2.217972065,4.816920544,1
4.835861776,5.111770823,4.814523165,0
5.355511829,8.59494449,3.063101781,0
2.710607266,2.987232368,9.722354367,1
6.069018113,5.940154405,0.369676951,0
1.962538076,6.199717117,9.535073388,1
7.782644277,5.462715459,1.441793022,0
6.669145659,9.792783973,7.044666467,0
2.597426087,1.434872282,3.993947243,1
7.497991632,9.889088568,2.852101024,0
8.630410405,1.373852638,4.720026955,0
2.748552492,5.647297107,4.218156719,1
3.211848435,5.676753758,3.511927022,1
7.876328051,5.531056068,2.61491687,0
7.370751887,0.267553917,9.760285415,1
4.605684787,4.543558916,4.405382088,1
8.153195333,4.644632331,7.04739766,0
4.949880753,4.892140661,7.826701958,0
7.660903332,9.844893468,8.812018798,0
6.82719614,2.006556721,8.506826966,1
3.459863383,1.431555713,1.421923829,1
4.503185878,7.901781538,5.509759352,0
5.199272171,4.165258856,9.120495868,1
1.477094959,8.662862289,0.083808777,0
8.038334209,6.59353393,7.209995298,0
8.394676705,6.233185377,8.226853178,0
9.411351825,0.999547867,8.672872559,0
1.500440766,7.942036425,0.852998481,1
3.003696454,1.416141054,0.034557293,1
6.21621012,1.51286178,9.928814828,1
5.436068606,9.743045973,8.567773439,0
7.112656453,5.512299723,8.408850708,0
3.798533022,7.506081396,9.338661988,0
2.9460247,5.021845492,1.657843933,1
5.730154685,7.9624352,1.189373053,0
5.058388675,0.548444788,8.389534353,1
2.99358013,2.063725417,9.960589056,1
2.712353717,0.139125894,8.468677356,1
1.902131216,2.943940359,4.551532337,1
9.286501271,4.842252694,7.87697677,0
8.554634031,7.174084401,8.796168744,0
2.522676868,7.322790629,9.240040868,0
3.92418588,1.542794061,3.893738866,1
1.009990673,1.231673028,8.374077071,1
0.79858204,4.987481234,4.166469476,1
2.32463972,2.399960352,2.123886092,0
5.854861712,2.710140222,8.400388084,1
5.460334695,8.060306151,2.379975725,0
2.143889983,7.256795623,1.103079836,1
3.68993399,0.954982131,0.992773711,1
7.057082469,9.72019936,4.191179785,1
6.394623895,3.714539856,2.609199044,0
2.029822223,6.997321911,2.811758615,1
2.08648229,3.455838695,1.905092817,1
4.985519834,4.903556634,9.942976602,0
5.367028821,1.703322571,0.444239105,1
1.464541467,5.375021756,0.201940104,1
6.915816321,2.345359648,5.8903728,1
3.362584535,6.055989011,7.981346354,1
3.687652261,8.546121454,3.572064893,0
3.712076786,8.419389043,8.933059198,0
5.356370449,7.027449913,8.698869647,1
7.705870003,1.462568727,6.000737512,1
0.146563551,1.513909189,0.215415192,1
5.814182692,3.201484079,3.888405793,1
1.313311228,0.142837716,4.922482529,1
9.133609208,3.289300584,6.334304047,1
6.95342448,1.695089818,9.590369651,0
8.532807783,2.818503762,2.638717051,0
1.496531822,9.552295964,5.211935601,0
2.388728756,1.818378472,0.408245928,1
6.620153153,8.637389185,9.91246059,0
5.302255586,5.565381246,9.722483136,0
0.354018447,8.92844091,8.331451887,1
0.186163193,0.421984371,6.421773826,1
0.657533489,9.749664952,3.572759688,1
9.580846813,5.609816635,6.122446214,1
0.564734038,8.366256584,7.119180081,0
