@relation sea

@attribute at1 numeric
@attribute at2 numeric
@attribute at3 numeric
%class
@attribute cl {0,1}

@data
8.539167343,5.275749893,5.252969012,0
9.71871152,9.579103795,8.491642999,0
2.860236624,2.497150508,6.628409066,1
6.794392552,9.842521179,5.513771201,0
3.798005398,2.324287676,8.942539571,0
6.575595709,1.038726773,3.448903852,0
2.879586339,2.53070933,6.209598037,1
9.152991832,3.646050749,9.977677051,0
6.575624375,1.320253167,8.319625264,0
7.56537048,1.616758219,0.295739981,0
4.75507146,1.670082555,3.994038499,1
5.488474693,4.423228724,2.642566114,0
9.6118428,0.021409282,2.373829061,0
2.26515901,8.23991058,6.275073676,0
8.902150218,0.130559246,4.335622838,0
1.422892775,6.34321665,8.843986242,0
3.593885478,7.662545211,5.969790207,0
5.960220934,7.443063305,0.437988048,0
7.705630983,9.115156821,2.06840922,0
9.528554256,2.044617295,2.299724301,1
3.504727829,2.045280752,8.815539689,1
8.744898291,5.759386024,5.043416298,0
4.932814326,7.282761204,6.111050975,0
9.339808374,8.371314179,6.789819728,0
0.113120407,3.068791077,0.710439521,1
9.411730624,4.71972743,4.556358808,0
9.123994183,8.860145768,7.604856782,0
9.423282288,8.168618667,6.117198933,0
2.87148126,2.930721009,4.724295898,1
1.8204939,1.183865631,8.857627351,1
3.435858159,5.676250182,8.566307629,0
3.405023995,2.853929,0.549976844,1
8.44273809,8.24404853,6.913887766,0
5.127460823,8.906008551,8.023249106,0
7.924601811,9.627659186,5.354140535,0
1.191127966,0.181021378,9.924224756,1
3.097763671,5.250280548,5.118529463,0
3.526493642,5.807325182,5.853882954,0
9.874833347,2.851569382,7.376174852,0
0.58587853,6.026315434,6.557149126,1
4.730686444,2.184832709,9.355307261,1
2.560438279,8.177604227,4.364384219,1
9.382986504,2.423726171,5.527995842,0
1.403476271,5.653723728,7.334005673,0
7.77928143,2.436195361,7.987912657,0
7.287902519,6.603907544,9.089264435,1
1.512549892,6.865756431,0.707175912,0
3.499474706,0.45435363,4.320272811,0
3.514967963,2.613638803,0.659951757,1
1.213148981,6.449413621,1.804439639,0
6.710767619,8.56205816,0.086457579,0
9.561485568,5.463029654,4.527502036,0
2.750005084,9.913198447,9.635215173,0
7.255254012,5.962923856,3.988457055,0
7.311231798,5.720754221,5.640478768,0
3.546560492,2.883863917,4.540800118,1
8.839643531,6.252390522,6.840589888,0
2.057935255,3.095406165,2.097212745,1
5.522171353,5.358126175,4.270435258,0
7.041179182,3.534014785,9.672478251,0
0.2361772,1.609550289,9.506662041,1
0.341320138,4.218343951,0.469211171,1
5.770147794,0.73475318,8.124246823,1
8.726446618,4.54550173,3.485760806,0
5.922578209,7.753862484,2.796722653,0
2.735123047,3.756717283,6.833704237,0
9.682454872,3.50256493,0.80344383,0
2.654305452,0.04711464,4.826144912,1
1.544746275,3.066441239,7.632679059,1
2.642807275,7.123513281,2.13719901,0
7.592971143,2.682869366,0.573315298,0
0.724160334,4.091912488,8.785814041,1
9.355217125,9.7006577,2.272539547,0
2.769152387,7.958866654,6.142678133,0
6.348142089,7.216726666,7.585852345,1
4.32296254,7.928379554,6.728870265,0
4.438206014,9.734532189,4.953895702,1
2.463073167,1.954844044,0.636628137,1
1.551440295,8.808406407,9.47259442,0
9.323679614,9.970757954,4.927139616,0
3.481147969,0.467473081,3.166399594,1
5.951276985,9.604541463,8.314974837,0
5.81800478,0.738213818,2.111173812,1
8.326354867,5.244420481,7.566816489,0
0.936432007,8.812014271,4.905428478,0
0.713974883,4.060600692,1.272662984,1
0.834059216,3.408834285,0.274778608,1
0.740647115,6.008590988,2.485360023,0
8.039122874,4.339015431,5.58381299,0
6.185156427,6.534541882,7.84909132,0
5.650691041,7.549981028,0.476944495,0
5.740644603,0.983916962,5.16174905,1
8.727932784,9.141143101,7.279668809,0
5.630726602,1.479225952,9.59134657,0
2.688159134,2.52412947,1.588791106,1
2.029643808,5.245108459,4.323447194,0
0.385413553,7.259772922,0.343133731,0
9.199220829,7.661030976,1.098490189,0
5.866565761,7.655604951,7.80949862,0
5.994129749,0.461530714,4.80641007,1
9.956617495,6.053690346,5.40615832,0
5.423890294,0.13984985,5.578642027,1
6.315716861,8.768558759,8.128837249,1
1.774055652,5.11382522,4.990754755,1
6.319876307,9.61848454,5.249940005,0
7.86644313,8.451252885,1.86785527,1
3.558751537,2.612110109,5.646650359,1
6.340612249,3.266170252,9.171311015,0
4.185533001,8.232872437,7.153469844,1
8.474707033,2.211043389,6.770397339,1
5.79772277,1.548595244,0.867158277,0
0.76707076,5.515208426,6.975224972,1
3.25769333,5.919467212,7.200758966,0
8.53541216,8.396096219,0.174233217,0
3.8064219,4.982745798,7.659751771,0
1.632637571,6.246849948,2.426605555,0
3.8820355,7.583913907,3.731750267,0
1.08771,4.513183265,6.086118396,1
6.598301955,4.0367731,7.261885189,0
4.763906124,8.435318026,5.371600146,0
2.950957332,3.465230126,4.138341374,1
1.157552486,0.436233552,6.362981131,1
4.676181871,6.895426346,2.095412309,0
5.633082306,4.614601552,2.115116883,0
5.917718126,0.022985715,7.855973914,1
3.521253973,4.348540633,9.130822162,0
9.256975974,4.874314655,2.757500049,0
3.110985368,5.10057141,4.825083363,0
6.20605932,1.821851821,4.520007913,1
6.795389897,9.637444786,1.458516728,0
5.439357984,2.048031832,5.833894931,1
5.173979676,5.767669125,6.391744841,0
3.499009638,5.886928081,7.633953845,0
0.079686925,4.718563052,3.121004556,1
3.638586346,6.669770353,5.927906162,0
5.485238322,2.638833398,8.096072224,0
2.12795655,0.774543785,8.907786577,1
6.565989453,6.695691339,0.497914132,0
1.998855058,2.868791237,6.512010256,1
9.206558494,9.724244254,3.916086507,1
7.134917443,4.137480747,6.311688554,0
6.953523806,2.67057325,9.813157687,0
6.464327532,8.273963953,0.713251222,0
9.462752926,5.809751604,9.683774672,1
8.45622646,0.713332991,7.756577689,0
4.994832762,6.365824668,0.877338658,0
4.898136777,6.714560954,5.816401748,0
7.136163281,6.372856313,9.935117082,0
2.147464406,2.361205509,1.512577425,1
8.363796798,2.961620953,8.192651888,0
6.295521621,0.431112202,6.066210216,1
7.056179702,0.854120544,0.431135552,0
6.335363899,1.722124683,5.099780359,1
4.884265206,0.481855224,4.413422472,1
5.02321045,5.063095226,6.771486712,1
2.122384911,6.055480863,2.990826794,1
4.321617204,4.715835257,6.33133175,0
4.894424611,0.257370892,9.752795881,0
3.767048589,8.297467115,1.537804822,0
2.693879287,8.701745744,1.958217471,0
5.938526559,4.382601672,3.644290867,1
7.245171981,6.947296319,1.510419026,0
5.096985944,9.61222418,3.766941442,1
8.532951104,4.226063382,6.281741545,0
7.423496042,8.267902822,1.18688725,0
0.908893318,8.354544523,2.095032097,0
0.473721142,4.528602815,7.521514675,1
2.096994192,6.693228751,6.312835806,0
3.560420155,8.999608163,7.265042636,0
3.841491779,9.404026681,9.059306298,0
5.409151653,5.391657055,3.577204788,1
5.01066418,1.846184975,3.495906311,1
3.732210158,6.149230564,3.70663857,1
4.969260375,5.21941228,1.961268602,0
7.511204613,9.653770296,1.791350778,0
1.998683592,1.184829163,8.32047632,1
1.743517357,5.197235333,4.161479016,1
7.346594131,3.014233522,4.900685291,0
2.994099501,7.16446758,4.349377184,0
6.870715818,9.413317199,0.301484658,1
5.829622537,4.836208809,8.519983448,1
0.775903287,2.259456483,2.235385027,0
3.350076351,3.213116084,8.126327526,1
6.130072034,5.550715789,5.693028898,0
8.436833356,0.253659532,3.303534956,1
4.577023803,3.064034507,3.996163686,1
4.735751615,1.929876922,5.434524361,1
5.145357555,4.669819047,4.406132011,0
2.873380701,1.585135442,9.728442326,1
4.083161761,2.844923067,2.102714602,1
1.314921711,5.959395069,9.33224416,0
4.188464562,7.023735918,2.22372484,0
8.115132158,0.826197215,6.196118032,0
9.765924011,3.252978976,9.619794508,0
3.067954198,2.491448296,0.626988357,1
9.130327614,1.060765697,9.893183452,0
4.862760998,9.289034771,9.723756955,0
0.021446709,2.741403765,5.439644587,1
4.969996756,2.451409748,7.408401199,0
7.972967517,4.627254476,6.379478335,0
2.150175351,8.985392766,7.655621596,0
8.252888389,3.730141445,5.832403717,0
7.047854406,9.091388659,8.641293108,0
7.313525867,8.250806642,3.285300334,0
1.898710281,9.346942495,8.435515758,0
6.711346648,4.248703305,8.628427394,1
0.044973328,3.796325888,5.829813469,1
8.430492642,7.981502781,8.452085501,0
7.797751404,3.829810422,4.681429307,1
9.287197506,1.679976697,1.164411412,0
6.097371215,4.395970872,4.943200685,1
2.231231216,5.035039534,1.236532339,0
6.374328164,4.39017341,8.006325014,0
5.321164583,1.270638325,1.052261588,1
2.563209161,5.390443721,1.66105365,0
3.012290752,5.820748117,7.680526417,0
6.449409092,1.75996044,6.684746871,0
4.725239136,8.686823226,5.404168225,0
2.321982254,6.300983389,4.071134505,1
0.822429981,9.198109512,6.746788383,0
3.550235269,8.973851412,4.307983826,0
6.778487668,3.640655536,6.991287747,0
0.893564358,7.808829781,2.630553428,0
2.906399423,5.862005391,2.868219152,0
1.785161098,4.180409996,7.91984453,0
3.712472791,2.308551928,4.401758669,1
2.054236329,6.76825882,3.183138092,0
5.872466902,5.610716268,4.9577376,0
1.202764806,4.466432383,6.945704022,1
2.440647317,1.710567998,1.601577181,1
2.55861106,0.232490113,5.398668911,1
7.707038333,2.936738228,3.819412009,0
5.135254702,5.449694021,3.558252089,0
3.458964691,2.605502341,0.751758679,1
4.616961987,5.296948013,3.439705294,0
2.843276239,5.929216968,2.953111057,1
5.991104006,0.745716582,5.795818145,1
7.148611526,8.627062122,8.490365323,0
3.659728917,4.310963628,0.087061943,0
8.223652333,6.60283163,8.522711176,0
0.16342621,7.122081239,8.073119884,0
9.113108736,1.954168224,3.999394171,0
9.556180427,3.361241081,2.861928504,0
1.246961277,8.519970905,6.747524988,0
4.703077725,1.039605629,2.080148019,1
8.503686945,6.822754618,8.386375095,0
7.492003226,1.076956909,8.907075697,0
5.874713625,7.675784393,5.991790931,1
2.617640141,9.957095354,0.746742841,0
2.880456224,1.073847013,8.364779999,1
7.873669556,9.421980986,5.388531431,0
1.391157005,4.666212313,8.984396742,1
0.594246098,8.204194091,5.503439353,0
6.228532875,2.534634327,4.756998368,0
9.725264002,3.931038014,8.83760465,0
9.64296803,5.702294607,4.34860116,0
9.756422354,9.937205301,5.406529854,0
2.424600273,4.112551369,1.480260987,1
0.720003773,3.270325673,9.981703628,1
4.63344191,7.146265098,5.582792662,0
1.649848904,5.279358869,0.696723365,1
8.562562736,5.041899685,8.610073982,0
3.243432658,5.865401148,6.217946166,0
0.473312591,0.516225952,1.968346417,1
1.73024137,4.813762561,8.075385403,1
9.21097775,3.125753608,0.139457995,0
5.35720069,5.181248914,7.158853244,0
1.634045588,0.074987722,8.567685972,1
3.244993205,1.191540105,4.22864482,1
2.954546794,8.717334729,5.057645018,0
8.50732375,2.539818172,5.667532968,0
9.567871277,8.17707675,9.184033607,0
3.781278081,8.04530547,5.05828883,0
2.3159751,7.304724503,1.812612566,0
9.60915265,3.601447436,1.928541157,0
0.886614855,9.557765015,8.923479878,0
8.761894896,2.683040625,2.255246242,0
4.987075741,0.184122928,0.384548277,1
9.862711789,3.80575242,8.407786764,0
1.220734642,0.948193552,4.322141273,1
9.390227941,3.541877716,6.894319058,0
3.335540188,0.453457619,5.52054546,1
0.347288998,2.838517505,9.193689265,1
3.26127901,1.134424349,3.294800328,1
0.273281755,6.013386868,9.58569881,0
2.433225018,8.816170243,5.721225946,0
5.803227841,5.613901171,6.236668359,0
5.520134665,5.355819161,1.613246101,0
5.401261233,7.899835619,6.39888065,1
0.856637327,5.148460662,5.145432033,1
0.049631123,9.540526512,9.62414656,0
0.909045147,9.845655972,6.300573909,1
6.361735391,0.716547557,9.326829831,1
7.465274759,8.576673352,3.622263361,0
1.075386229,3.481423176,3.170283271,0
8.841533246,4.811282475,3.718456584,0
8.053975524,0.206886678,3.947330034,0
6.932437781,5.584718747,9.636079901,0
9.476860705,4.362250358,3.774037182,1
1.687391514,3.985330419,2.043311637,1
2.638296253,2.820767527,4.871151015,0
8.727392995,3.83987495,3.525152737,0
6.656821246,8.754725908,2.276409136,0
1.804885077,7.889606713,5.940794578,0
5.52083436,2.22752088,8.595834601,0
5.067165281,6.743497102,9.998310515,0
8.250883635,4.041450492,3.198549424,0
3.029095312,0.858332917,1.800848958,1
7.443205622,1.835685846,0.383964548,0
4.454788227,2.588445079,3.232392825,1
6.487834383,9.134743327,4.427486154,0
9.723685506,8.428625372,9.643048016,0
5.100149331,0.67985221,8.941819613,1
9.008370729,3.322196765,9.407696454,0
5.190665114,9.635358286,0.966998788,0
1.142190012,9.561381689,4.442834477,1
8.543373303,6.582478588,8.635477947,0
8.216760356,8.916729632,3.314981173,1
4.400245941,6.928657027,8.4539358,0
5.39056349,2.837304997,7.285641684,0
4.068398424,7.854192726,8.140034344,0
5.426502143,5.79081367,3.694323911,0
5.70285512,9.853402883,2.382986787,0
1.15359805,1.599716062,2.924711291,1
6.816091023,2.943204433,7.324003699,1
0.10084387,2.500919294,3.641655923,1
6.335831424,6.313682087,8.785051173,0
0.345479248,5.064967467,5.158764134,1
1.356619927,5.477577647,7.403343062,0
4.46813116,3.629391055,6.362818791,0
2.527434712,4.049573486,2.974478654,1
4.223244043,8.593018638,4.14931414,0
2.21226952,8.812221171,6.937390283,0
2.826234124,8.558600597,6.129732105,1
0.398090392,1.759006803,7.31908288,1
8.25027728,8.086438874,9.02945574,0
3.049989749,6.062598112,2.889332757,0
6.63301205,4.924609594,6.704097008,0
1.820087492,7.192524211,9.893546456,0
2.169276183,6.574659786,1.847032565,0
1.640232678,0.838401912,6.058451889,1
7.325938821,0.158434647,8.099941652,1
1.823011646,5.910643413,0.542227133,0
9.985828184,2.931863156,5.941320613,0
1.597346481,9.653057352,4.789519658,0
0.92020562,9.452663993,6.726350074,0
3.918356087,4.288399915,8.488830764,1
8.928178081,5.7502053,4.879523988,1
6.863090365,4.523744214,9.805194472,0
0.921446931,1.643578391,3.696644926,1
1.877581048,1.836740856,0.74522026,1
6.345045585,6.805963653,3.482309776,0
2.101370543,9.673376946,4.348256977,0
6.705151869,3.40977995,9.562161501,0
2.757336289,1.91296004,9.29381854,1
2.367190502,0.291194836,1.937750134,1
6.83429182,1.693232866,1.353248541,0
5.690407863,7.608893422,9.055566747,1
9.513891143,8.038188628,5.163789547,0
7.072914036,5.202021106,1.162549702,0
1.200580903,3.018323174,5.065162371,1
2.489947367,5.886364962,2.1035625,0
0.967928241,8.136528349,0.958189255,0
5.211872211,7.910253391,8.711827172,0
4.134512318,7.158740256,8.101323552,0
0.692819474,6.293324654,8.854701277,1
4.305317056,4.632072474,3.697034879,1
4.930118672,0.808746367,4.811342231,1
8.198158287,6.22580323,5.726791248,1
4.418401069,5.230173425,7.64648049,0
3.637524952,6.245826233,2.372701877,0
8.745083927,7.582521111,0.053102969,0
1.234862887,9.701684615,2.357869037,0
3.145994193,8.922237993,7.412597657,1
1.141332202,1.136824431,6.866004758,1
4.099976665,7.984094547,3.905816929,0
0.256037054,6.653180699,3.00091505,0
8.728653204,6.216382541,3.206205353,0
3.345244921,5.763634511,6.767805252,0
4.735500303,9.461746453,5.925183991,0
3.763458987,3.04398523,7.092212833,1
2.01029054,5.176659426,2.085495386,0
3.850955417,2.346418522,6.28957306,1
2.207700892,3.943731033,3.495747652,1
1.004596618,8.256660071,0.771825113,0
1.267565701,0.876018937,5.495254183,1
3.081981644,0.255000044,6.468705254,1
6.289416371,0.471447219,2.196412658,0
1.453786058,9.746148034,9.033110289,0
5.538933224,9.976459543,0.922445832,0
1.52493239,8.474274474,7.962878084,0
7.873357097,6.353323254,8.100948138,1
8.780968276,0.002708095,8.709475622,0
5.118985419,5.669069587,8.045684523,0
4.907285166,6.560888313,6.597393923,0
8.992865663,1.046942888,4.1393742,1
2.562362448,7.074870427,4.415729518,0
7.693293742,7.951109153,9.956261999,0
3.075004168,1.729200019,4.586659202,0
6.412392883,8.223770885,7.76712776,0
6.443436741,3.105502867,1.25692894,0
6.787118349,8.40257149,3.767878033,0
3.062573171,9.644385029,9.61864106,0
0.121371258,4.100393236,2.075241758,1
1.634282871,2.405347893,5.034925985,1
2.715662665,2.636298335,3.199218105,1
6.16627767,1.126269647,3.207474024,0
3.106769575,3.697268466,2.986870279,1
3.1569904,6.915984977,4.001730323,0
3.622543514,9.113117125,2.036558774,0
3.82762634,3.231553463,9.199827846,0
7.036648271,9.035941679,4.096498764,0
7.384222817,2.565560437,8.482325973,0
8.948953461,9.785210049,2.661161893,0
2.41462655,6.160615226,5.515409397,0
3.661939916,6.02518267,5.432267728,0
1.959653551,7.870793705,1.178245461,0
2.536069396,8.850805608,5.87514982,1
3.311456137,3.923987529,9.594789003,0
6.589928986,1.805845216,7.319132287,0
0.409063144,9.522406375,1.66627397,0
1.450244028,4.959869474,2.991375195,1
6.874293212,4.546904351,7.260903877,0
7.177762653,4.920288938,4.270925672,0
0.111780225,9.906859728,7.382655992,0
3.968682948,8.548498145,6.91355244,0
8.153738822,9.982240888,7.701034051,0
8.091099124,4.797765986,0.973021125,0
2.152476352,1.583525449,3.916706835,0
4.676931571,4.2582297,2.187153977,0
8.913774252,4.290196701,6.135074194,0
3.313552115,4.508595338,1.028082731,1
2.381796731,3.738967191,2.510049922,1
8.340597343,5.119778397,3.45690546,1
0.125340099,3.078384436,4.92681268,1
4.392377981,9.657424809,7.682314639,0
2.129406484,5.014347575,8.020800235,0
5.528963462,2.063433428,7.0929657,0
3.30192309,0.299938484,7.809124905,0
4.238302725,6.484327343,4.692107591,0
4.877889333,7.86440805,8.464731192,0
5.35111091,5.373514681,5.40095353,0
8.110739413,7.685049286,6.982307081,0
3.001668009,1.494782071,2.367986709,0
6.21119369,2.246494675,4.937469545,0
6.618467588,2.083447355,3.649740141,0
4.712324919,1.856301725,2.852510457,1
6.322237783,2.810540507,4.431585282,0
0.828644697,0.232839964,8.834559512,1
8.292464904,2.411092413,1.451859828,0
3.359526994,6.027879407,1.916930984,0
6.221282198,1.3257321,2.128219759,0
5.497587997,3.924990449,9.444466756,1
8.846505815,3.646881241,8.133935884,0
0.726604686,8.09788942,1.485259468,0
7.930689573,9.415562437,2.351961443,0
4.669798718,4.206481244,3.965565362,0
7.864724532,1.572897852,9.543076726,0
8.062239806,1.370403674,0.847749868,0
8.971059044,6.884140187,1.254042253,1
6.224165668,9.644296821,8.752352896,1
4.545044098,8.991353741,6.198361765,0
3.542739072,5.353694465,0.746607451,0
9.510752493,7.213499163,5.888547955,0
4.006882223,3.703582623,4.998207665,0
6.347396528,9.894566746,6.653283129,1
7.527778616,2.427056363,8.233808586,0
4.243964378,2.087427481,2.738561705,1
3.990074933,8.639184294,7.542218786,0
5.941840371,6.927550527,7.586994889,0
3.320471176,2.460686129,8.511743058,0
2.055372886,7.930385597,6.430221688,0
3.629940666,1.760552123,2.495666643,1
4.983706805,7.09780156,9.622392493,0
0.088151408,7.84824811,9.757954428,0
1.38251146,9.758318474,8.559003654,0
2.372087229,8.381949583,1.240125165,0
0.080807431,5.723047953,8.167219104,1
3.949007936,5.320207102,1.867219992,0
0.890749125,0.160427786,7.674558165,1
4.637002044,2.110341806,7.780142295,1
7.84149426,3.428401148,2.440945294,0
2.497365098,8.735898199,7.369486633,0
